ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDZZ93047,Omega\OG-652,Ms. Amy Flowers,F,2006-01-25,2021-04-13,2021-10-08,0,Niger,Saudi Arabia,3902.97,2,0,2,656.05
IDYY73158,Calisto\CS-335,Mr. James Arehart,M,1995-08-19,2021-09-16,2021-11-25,1,Argentina,Faroe Islands,12268.18,2,0,2,2261.92
IDYY06979,Calisto\CS-901,Ms. Frances Exley,F,1994-02-27,2021-11-29,2022-01-11,1,Portugal,Ukraine,3273.46,1,0,2,942.11
IDYY44042,Calisto\CS-224,Ms. Sandra Redmond,F,2004-09-15,2021-10-03,2022-05-19,1,Gibraltar,Vatican City,1663.68,2,1,1,383.73
IDYY58019,Calisto\CS-795,Mr. Stewart Bliss,M,1998-03-15,2021-01-06,2021-08-23,1,Burkina Faso,Tuvalu,19459.63,2,1,1,1669.95
IDYY17807,Calisto\CS-185,Mr. Joseph Rosas,M,1983-11-12,2021-02-19,2021-06-22,1,Philippines,Australia,4442.35,2,0,2,1008.25
IDYY82905,Calisto\CS-251,Ms. Elizabeth Rose,F,2008-12-29,2021-11-09,2022-03-10,0,Cyprus,São Tomé and Príncipe,4782.54,0,0,2,1186.31
IDXX80898,Adonis\AS-077,Mr. Cristopher Smith,M,2014-08-20,2021-10-24,2022-05-11,0,Switzerland,Zimbabwe,7623.79,0,0,1,1166.45
IDYY91702,Calisto\CS-279,Ms. Judy Hudnall,F,1981-06-13,2021-01-23,2021-04-21,1,Northern Mariana Islands,Afghanistan,7837.28,1,1,2,1505.58
IDZZ53011,Omega\OG-441,Ms. Artie Ross,F,1988-09-12,2021-10-20,2022-04-02,1,Turkmenistan,Guinea-Bissau,7880.37,2,0,2,
IDYY30519,Calisto\CS-454,Mr. Scott Chaney,M,1987-12-01,2021-04-08,2021-12-02,1,Comoros,Sudan,3139.62,0,0,1,
IDZZ30405,Omega\OG-685,Mr. Alex Lynch,M,2019-09-29,2021-07-13,2022-05-12,0,Costa Rica,Antigua and Barbuda,2510.52,2,1,1,300.1
IDZZ52565,Omega\OG-716,Ms. Amy Barry,F,1991-03-10,2021-06-12,2021-12-10,1,Bulgaria,Romania,359.63,0,1,1,
IDYY52849,Calisto\CS-615,Ms. Kelley Tu,F,1981-03-22,2021-05-23,2021-07-25,1,Austria,Greece,1108.12,1,0,2,603.29
IDZZ06117,Omega\OG-978,Mr. Arthur Gibson,M,2018-07-30,2021-04-29,2022-04-18,0,Slovakia,Tokelau,15487.2,2,0,1,1118.93
IDXX67806,Adonis\AS-337,Mr. Vance Sharpton,M,2002-04-14,2021-10-11,2022-06-21,1,Uzbekistan,Malawi,6831.47,0,1,1,1055.6
IDZZ34055,Omega\OG-701,Ms. Kimberly Medina,F,1996-12-29,2021-05-27,2021-12-02,1,Denmark,Cocos [Keeling] Islands,10980.87,2,0,1,
IDYY88301,Calisto\CS-975,Mr. George Page,M,2007-06-06,2021-07-11,2022-05-01,0,Palestinian Territories,Philippines,8942.77,0,1,2,
IDYY65319,Calisto\CS-509,Ms. Florence Gauthier,F,2012-09-15,2021-01-25,2021-05-18,0,Palau,Réunion,9195.9,0,0,2,1894.18
IDZZ86628,Omega\OG-094,Mr. Leslie Winkler,M,2002-11-01,2021-02-17,2021-12-13,1,Liechtenstein,Australia,14606.06,1,1,1,
IDZZ44589,Omega\OG-374,Mr. David Lehman,M,1993-12-12,2021-07-06,2022-02-23,1,Guernsey,Tajikistan,5773.39,0,0,1,863.36
IDZZ42427,Omega\OG-480,Mr. Dylan Neeley,M,2000-11-26,2021-09-12,2021-12-30,1,United States,Philippines,13230.67,1,0,2,
IDXX00902,Adonis\AS-241,Ms. Annette Daner,F,2009-07-27,2021-08-25,2022-06-28,0,Saudi Arabia,Bouvet Island,9584.11,1,1,1,1136.31
IDYY89102,Calisto\CS-946,Ms. Julie Hardy,F,1994-10-26,2021-06-03,2021-09-24,1,Wallis and Futuna,Uganda,16513.7,1,1,2,
IDZZ78991,Omega\OG-893,Ms. Susana Higdon,F,2002-03-16,2021-01-08,2021-03-16,1,Egypt,Romania,2190.43,2,1,2,511.06
IDZZ84214,Omega\OG-124,Ms. Pearl Butler,F,1993-04-18,2021-08-01,2022-07-18,1,Bouvet Island,Serbia,11084.39,2,0,1,964.52
IDYY47416,Calisto\CS-463,Ms. Jaimie Gonsalez,F,1980-07-14,2021-09-25,2022-06-09,1,Luxembourg,Anguilla,6994.73,2,0,1,
IDYY51055,Calisto\CS-512,Mr. Wesley Robertson,M,1994-11-04,2021-06-09,2021-09-03,1,Portugal,Liberia,3672.32,1,1,2,
IDYY71812,Calisto\CS-228,Mr. Loren Palos,M,2021-01-31,2021-06-19,2022-03-11,0,San Marino,Iraq,2944.48,2,1,1,
IDYY50091,Calisto\CS-959,Mr. Joseph Ortiz,M,2011-03-24,2021-05-19,2022-04-30,0,Mali,French Guiana,5563.57,1,0,2,1191.97
IDZZ12228,Omega\OG-507,Ms. Magaly Barker,F,1981-03-09,2021-11-09,2022-01-19,1,Macedonia [FYROM],North Korea,8241.64,2,1,2,1162.81
IDZZ61599,Omega\OG-653,Ms. Betty Tran,F,1992-10-08,2021-06-20,2021-12-19,1,Saint Helena,Northern Mariana Islands,17372.17,2,1,2,
IDZZ73660,Omega\OG-070,Ms. Florence Harrison,F,2009-07-10,2021-03-13,2021-08-01,0,Eritrea,Saint Lucia,10734.21,1,1,2,1435.94
IDXX28808,Adonis\AS-151,Ms. Kristen Freeman,F,2012-04-03,2021-02-22,2021-08-02,0,Canada,Mauritius,15835.5,1,0,2,3464.68
IDZZ12514,Omega\OG-561,Ms. Evelyne Mehserle,F,1994-07-28,2021-09-15,2022-07-29,1,Barbados,Bahamas,2289.78,2,1,1,393.74
IDXX16590,Adonis\AS-034,Mr. Steven James,M,2014-09-15,2021-11-03,2022-06-30,0,Palau,Bulgaria,10975.58,1,0,1,
IDZZ87363,Omega\OG-631,Mr. Michael Grant,M,1985-03-20,2021-10-26,2022-04-28,1,Slovenia,Pakistan,4955.8,0,1,1,735.7
IDZZ44591,Omega\OG-845,Mr. Rayford Nicolas,M,2010-09-29,2021-03-16,2021-07-07,0,Sri Lanka,Guatemala,17223.08,2,1,2,2035.61
IDYY11280,Calisto\CS-236,Mr. Andrew Tsutsumi,M,1985-11-20,2021-11-11,2022-10-12,1,Tonga,Dominica,13061.27,2,0,1,
IDXX94827,Adonis\AS-455,Mr. Robert Friedman,M,1998-09-13,2021-01-22,2021-10-22,1,Saint Pierre and Miquelon,North Korea,10313.89,2,1,1,1202.83
IDZZ59242,Omega\OG-542,Ms. Carol Pishko,F,1996-11-16,2021-12-10,2022-12-08,1,New Caledonia,American Samoa,2673.56,2,0,1,462.41
IDXX06845,Adonis\AS-505,Ms. Janice Hale,F,2008-11-07,2021-12-02,2022-03-25,0,Russia,Solomon Islands,9229.37,2,1,2,1847.46
IDZZ47557,Omega\OG-300,Ms. Wanda Moler,F,1994-11-04,2021-04-07,2021-05-06,1,Peru,São Tomé and Príncipe,9102.02,0,0,2,
IDZZ60496,Omega\OG-030,Mr. Mark Dornier,M,2009-05-04,2021-07-06,2021-08-27,0,Kazakhstan,Isle of Man,4823.3,0,0,2,993.64
IDXX00954,Adonis\AS-894,Ms. Mattie Menefee,F,1999-10-25,2021-12-20,2022-05-24,1,Palestinian Territories,Vanuatu,14830.01,2,0,2,3271.39
IDZZ57531,Omega\OG-457,Ms. Sarah Noble,F,2008-04-13,2021-05-17,2021-08-26,0,Singapore,Malawi,7839.22,2,1,2,1018.74
IDYY75010,Calisto\CS-160,Ms. Brooke Jenkins,F,1992-02-09,2021-01-02,2021-05-01,1,Palestinian Territories,Niger,3160.67,0,0,2,1042.22
IDXX74045,Adonis\AS-256,Mr. Micheal Schoonover,M,1994-10-12,2021-11-11,2021-11-26,1,Malaysia,New Caledonia,7481.07,2,1,2,1629.87
IDZZ60105,Omega\OG-557,Ms. Gwendolyn Johnson,F,1998-01-31,2021-08-29,2022-02-01,1,Namibia,Honduras,12151.57,1,1,2,1676.2
IDXX83654,Adonis\AS-416,Mr. Robert Knight,M,2008-08-26,2021-10-26,2022-04-19,0,Puerto Rico,Taiwan,15299.26,2,1,2,
IDYY13667,Calisto\CS-992,Ms. Alice Campbell,F,1991-02-03,2021-08-28,2022-01-13,1,Lebanon,Micronesia,11775.24,2,0,2,
IDYY70089,Calisto\CS-679,Mr. Colin Fritz,M,2003-05-07,2021-06-21,2021-12-12,1,Uruguay,Ghana,7340.04,2,0,2,
IDYY40795,Calisto\CS-027,Ms. Wendy Martin,F,1987-06-24,2021-11-06,2021-12-07,1,Italy,Czech Republic,912.53,2,1,2,407.52
IDXX60111,Adonis\AS-832,Ms. Lavon Daniel,F,1984-01-29,2021-10-26,2021-12-07,1,Aruba,Austria,8585.07,1,0,2,2115.28
IDYY28467,Calisto\CS-186,Ms. Lorina Williams,F,2014-07-20,2021-07-04,2022-06-01,0,Slovakia,Uzbekistan,3569.16,2,0,1,464.75
IDZZ64790,Omega\OG-078,Mr. Ricky Fuqua,M,1987-07-21,2021-08-29,2022-06-06,1,Costa Rica,Colombia,1192.57,2,0,1,363.44
IDYY10527,Calisto\CS-407,Ms. Stella Jackson,F,2007-02-03,2021-08-01,2022-05-29,0,Cameroon,Sierra Leone,2663.35,0,0,2,
IDZZ77085,Omega\OG-619,Mr. Erwin Williams,M,1984-10-13,2021-01-30,2021-12-12,1,Peru,Argentina,3447.4,2,0,2,
IDZZ36249,Omega\OG-245,Ms. Barbara Bennett,F,2004-03-01,2021-05-27,2021-09-29,1,Nigeria,Canada,10668.33,1,1,2,1519.27
IDZZ65655,Omega\OG-386,Mr. Michael Mclanahan,M,2020-04-02,2021-01-13,2021-02-02,0,Azerbaijan,Saudi Arabia,1824.77,2,0,2,407.46
IDXX02001,Adonis\AS-332,Ms. Lucille Abraham,F,1990-11-08,2021-01-29,2021-07-21,1,Andorra,French Southern Territories,12166.74,2,1,2,2457.01
IDZZ62448,Omega\OG-677,Ms. Deborah Batz,F,2010-11-08,2021-12-20,2022-09-13,0,Poland,Swaziland,8814.57,2,0,1,722.06
IDZZ88171,Omega\OG-518,Mr. Brian Ibarra,M,2004-08-29,2021-02-16,2021-12-05,1,Brazil,Spain,7858.8,2,0,2,1248.84
IDXX95305,Adonis\AS-691,Ms. Debbie Coleman,F,1982-01-01,2021-01-29,2021-12-30,1,Benin,Isle of Man,5038.52,2,1,1,
IDXX30126,Adonis\AS-060,Ms. Marion Kimble,F,2015-06-20,2021-08-26,2022-02-08,0,Micronesia,American Samoa,4968.32,1,0,2,1290.64
IDXX18368,Adonis\AS-346,Ms. Kim Inks,F,1991-10-14,2021-06-10,2021-08-17,1,Bosnia and Herzegovina,Ukraine,1150.54,1,0,2,
IDXX15788,Adonis\AS-534,Mr. Carlton Bussell,M,1994-06-10,2021-11-20,2022-04-16,1,Falkland Islands [Islas Malvinas],Indonesia,14151.01,2,0,2,
IDZZ54376,Omega\OG-722,Mr. Michael Rinaldi,M,1987-06-20,2021-03-20,2021-10-28,1,Congo [Republic],Dominican Republic,9604.05,0,1,1,980.01
IDZZ17184,Omega\OG-336,Ms. Marjorie Browder,F,2018-01-10,2021-02-13,2021-07-28,0,Ethiopia,Puerto Rico,11470.8,2,0,2,1574.03
IDZZ82068,Omega\OG-154,Mr. David Harrington,M,1999-01-22,2021-10-02,2022-09-20,1,Liechtenstein,Djibouti,4999.87,2,0,1,591.27
IDZZ09106,Omega\OG-144,Ms. Elizabeth Walker,F,1992-10-31,2021-09-09,2022-01-16,1,Slovenia,Syria,2378.59,2,0,2,581.91
IDXX42761,Adonis\AS-745,Ms. Melissa Hawks,F,2011-09-27,2021-12-28,2022-05-08,0,Germany,Armenia,2927.52,0,1,2,887.85
IDZZ02891,Omega\OG-745,Mr. Stephen Theroux,M,1999-03-31,2021-12-13,2022-08-05,1,Liberia,Tokelau,18078.26,1,0,1,1491.77
IDYY79730,Calisto\CS-253,Ms. Regenia Riley,F,2016-10-06,2021-10-02,2022-01-05,0,Bermuda,Mexico,3818.06,0,0,2,1026.76
IDXX59814,Adonis\AS-935,Ms. Maribel Hairston,F,2001-06-11,2021-08-27,2021-11-16,1,Mozambique,Malta,6474.23,0,1,2,1607.83
IDZZ43407,Omega\OG-637,Ms. Helen Daniels,F,2010-02-01,2021-12-20,2022-07-22,0,Singapore,Saint Vincent and the Grenadines,17745.3,1,1,1,
IDXX90937,Adonis\AS-676,Mr. Nolan Villareal,M,1985-09-22,2021-04-28,2022-02-28,1,United Arab Emirates,Kiribati,14944.7,2,1,1,
IDYY97745,Calisto\CS-679,Mr. Donald Vasquez,M,2017-11-27,2021-01-30,2021-08-08,0,Canada,Nauru,9863.59,1,0,2,1879.3
IDXX19249,Adonis\AS-866,Ms. Hanna Ramsey,F,2021-03-21,2021-03-04,2021-12-24,0,Gabon,Mayotte,3935.7,1,1,1,624.83
IDYY28053,Calisto\CS-484,Ms. Kendra Shupe,F,1995-09-09,2021-03-30,2022-01-28,1,Bosnia and Herzegovina,Northern Mariana Islands,11393.79,1,1,1,1200.54
IDYY47454,Calisto\CS-210,Mr. Johnny Pelcher,M,2013-02-27,2021-12-03,2022-08-20,0,Qatar,Christmas Island,7124.58,2,0,2,
IDYY53487,Calisto\CS-874,Ms. Anna Hazelwood,F,1980-07-05,2021-09-29,2022-06-07,1,Hong Kong,Tunisia,9895.24,2,1,1,984.29
IDZZ11225,Omega\OG-994,Mr. David Mckeever,M,2017-03-10,2021-11-24,2022-10-26,0,Saint Kitts and Nevis,Wallis and Futuna,13021.1,2,0,1,968.13
IDYY58867,Calisto\CS-786,Ms. Stacie Thornton,F,2012-11-07,2021-09-28,2022-04-23,0,Bangladesh,Timor-Leste,5285.53,0,0,2,1263.66
IDZZ02789,Omega\OG-159,Ms. Donna Mims,F,1995-01-03,2021-08-07,2022-05-12,1,Kosovo,Congo [Republic],4794.8,2,1,1,
IDZZ64119,Omega\OG-136,Ms. Helen Taylor,F,2015-06-19,2021-04-10,2022-04-06,0,Andorra,Congo [Republic],4970.04,1,0,1,603.72
IDYY32498,Calisto\CS-130,Mr. Wayne Silvers,M,1985-09-16,2021-11-24,2022-07-30,1,Palau,Bermuda,15150.71,1,1,2,
IDYY42342,Calisto\CS-196,Mr. William Moree,M,1987-05-23,2021-01-23,2021-03-29,1,Kenya,Brunei,8556.43,2,1,2,1499.0
IDYY92999,Calisto\CS-398,Mr. Michael Hardter,M,2003-07-21,2021-01-15,2021-05-30,1,United States,Togo,10014.79,2,1,2,
IDYY77042,Calisto\CS-602,Mr. Joseph Murray,M,2008-11-12,2021-12-07,2022-02-22,0,Rwanda,Montserrat,10300.39,1,1,2,1754.34
IDYY67478,Calisto\CS-226,Ms. Pat Austin,F,2021-09-21,2021-03-13,2022-03-08,0,British Indian Ocean Territory,French Guiana,13936.14,2,1,1,1161.24
IDZZ67117,Omega\OG-321,Mr. Don Heasley,M,2000-06-13,2021-10-01,2022-02-04,1,Lesotho,Tonga,13850.61,2,0,2,
IDZZ76475,Omega\OG-173,Ms. Marlene Mendoza,F,2007-01-27,2021-07-06,2021-12-26,0,French Guiana,Burkina Faso,5748.24,1,1,2,889.44
IDYY79386,Calisto\CS-005,Mr. Nicolas Harper,M,1985-01-04,2021-09-20,2021-12-30,1,Pakistan,Romania,4186.68,2,0,2,971.55
IDYY01877,Calisto\CS-138,Ms. Linda Britt,F,1993-02-18,2021-09-23,2022-05-30,1,Netherlands,Tonga,16591.15,1,0,1,1748.19
IDYY24589,Calisto\CS-210,Ms. Sheilah Perez,F,1994-07-02,2021-04-03,2021-11-24,1,Guam,Nepal,6458.29,2,1,1,742.05
IDXX24565,Adonis\AS-206,Ms. Mary Haggins,F,1999-01-08,2021-10-29,2021-11-18,1,Kuwait,Bolivia,12911.73,1,1,2,2683.34
IDYY40259,Calisto\CS-289,Ms. Ella Chouinard,F,2011-05-05,2021-04-02,2022-01-16,0,Bhutan,Saint Helena,12203.7,2,0,2,2130.07
IDXX99765,Adonis\AS-277,Ms. Karin Freudenburg,F,1985-09-18,2021-05-14,2021-12-12,1,Lebanon,Congo [DRC],4471.07,1,1,2,
IDYY52848,Calisto\CS-882,Ms. Elayne Sanders,F,1993-03-12,2021-10-02,2022-05-20,1,Oman,Austria,4686.72,2,1,1,601.17
IDYY24702,Calisto\CS-712,Ms. Rosemary Chapin,F,2009-08-12,2021-03-18,2021-05-03,0,British Virgin Islands,Russia,11093.01,1,0,2,2072.15
IDZZ93407,Omega\OG-547,Ms. Diane Ponce,F,1997-10-29,2021-04-30,2022-01-29,1,French Polynesia,North Korea,10715.96,1,1,2,1527.57
IDXX75334,Adonis\AS-915,Ms. Ellen Macdonald,F,2018-02-05,2021-09-22,2022-08-05,0,Northern Mariana Islands,Bhutan,5722.23,0,0,1,978.62
IDYY97002,Calisto\CS-154,Mr. Leo Carver,M,1998-06-25,2021-06-07,2021-06-23,1,Gambia,Malaysia,12836.56,2,0,2,2356.02
IDZZ44593,Omega\OG-446,Ms. Belinda Stenn,F,1986-11-02,2021-09-29,2022-01-21,1,Canada,Vatican City,7705.85,0,0,2,1447.36
IDYY25609,Calisto\CS-433,Ms. Kathryn Barnett,F,1985-10-09,2021-12-06,2022-01-26,1,Somalia,Taiwan,8236.36,0,1,2,
IDYY56886,Calisto\CS-534,Ms. Georgia Manning,F,1985-02-21,2021-02-07,2021-05-18,1,Sudan,Suriname,9514.75,2,0,2,1821.96
IDXX85112,Adonis\AS-956,Ms. Bonnie Stanley,F,2013-06-02,2021-02-26,2021-05-10,0,Iceland,Mauritius,11452.34,2,1,2,
IDZZ39261,Omega\OG-119,Ms. Aimee Wolfrum,F,1992-05-12,2021-05-06,2021-08-29,1,Russia,Guam,6209.66,2,0,2,1047.59
IDXX95351,Adonis\AS-395,Mr. Jose Michel,M,2018-12-26,2021-06-01,2022-02-23,0,Azerbaijan,Palau,9226.22,0,1,1,
IDYY17183,Calisto\CS-785,Ms. Barbara Willey,F,1997-09-21,2021-07-08,2022-05-31,1,Montserrat,Uruguay,5526.59,2,0,1,
IDYY39583,Calisto\CS-971,Mr. George Mcghee,M,1983-04-04,2021-09-28,2022-03-02,1,Sierra Leone,Sudan,4615.45,0,1,2,1148.75
IDZZ40947,Omega\OG-652,Mr. Richard Willett,M,2017-04-06,2021-08-29,2022-02-09,0,Palestinian Territories,Iraq,804.48,2,1,2,
IDXX11906,Adonis\AS-778,Ms. Kimberlie Myers,F,1989-01-08,2021-01-14,2021-04-14,1,Vietnam,Philippines,1466.77,2,0,2,
IDZZ46200,Omega\OG-648,Ms. Theresa Ingersoll,F,2004-05-08,2021-04-12,2021-09-23,1,Svalbard and Jan Mayen,Iran,5239.27,1,0,2,1041.57
IDZZ48848,Omega\OG-938,Mr. Timmy Esparza,M,2020-03-26,2021-01-18,2021-12-04,0,Italy,Taiwan,9679.6,2,1,2,1213.58
IDZZ39201,Omega\OG-074,Ms. Lynn Borke,F,2011-05-29,2021-09-18,2022-04-17,0,Solomon Islands,Moldova,13870.74,1,0,2,1964.49
IDZZ26139,Omega\OG-889,Ms. Karen Luvene,F,2017-12-24,2021-05-04,2021-08-10,0,Aruba,Slovakia,8951.38,0,0,2,
IDXX32333,Adonis\AS-564,Mr. Evan Hillard,M,2002-09-18,2021-03-09,2021-06-03,1,Iceland,Morocco,3782.12,0,0,2,1250.56
IDXX84004,Adonis\AS-412,Ms. Gertrude Hannah,F,2009-03-11,2021-01-11,2021-08-11,0,Guernsey,Bolivia,9448.79,1,1,1,1115.43
IDXX92684,Adonis\AS-107,Mr. Larry Kilgo,M,2005-10-26,2021-06-24,2021-11-23,1,Kuwait,Namibia,6595.18,2,1,2,1452.69
IDZZ91603,Omega\OG-441,Ms. Cynthia Balsamo,F,2011-04-24,2021-04-30,2021-12-27,0,Greece,Comoros,6115.63,1,1,1,597.88
IDYY37754,Calisto\CS-394,Ms. Jennifer Grossi,F,1996-01-20,2021-10-06,2022-04-12,1,Puerto Rico,Netherlands,7196.54,0,0,1,1117.56
IDYY23906,Calisto\CS-587,Mr. Ryan Anteby,M,2021-02-26,2021-02-25,2022-02-20,0,Hungary,Portugal,2391.82,1,0,2,690.58
IDYY61700,Calisto\CS-162,Ms. Teressa Garber,F,2020-10-15,2021-01-14,2021-10-27,0,Isle of Man,Belarus,2109.91,0,0,1,586.24
IDZZ04700,Omega\OG-710,Ms. Carmen Davis,F,2004-10-03,2021-07-03,2021-09-06,1,Solomon Islands,Mali,18110.55,2,1,2,2234.16
IDXX42134,Adonis\AS-857,Ms. Geraldine Stewart,F,2016-06-24,2021-03-31,2021-12-07,0,Lesotho,French Guiana,9402.67,2,0,1,
IDXX09025,Adonis\AS-236,Mr. John Heidrick,M,2015-05-23,2021-03-08,2021-11-04,0,Puerto Rico,British Indian Ocean Territory,15343.52,1,1,1,
IDZZ07136,Omega\OG-833,Mr. Philip Hernandez,M,1984-10-20,2021-06-27,2021-10-16,1,Australia,Slovakia,13842.12,1,0,2,
IDYY33690,Calisto\CS-819,Mr. Johnny White,M,1985-11-08,2021-12-14,2022-08-30,1,Belgium,Sierra Leone,4914.76,2,0,1,694.63
IDYY65578,Calisto\CS-803,Ms. Brenda Lamb,F,1991-04-02,2021-08-21,2022-01-25,1,Tajikistan,Western Sahara,7876.37,2,0,2,1572.24
IDYY04554,Calisto\CS-390,Ms. Jessika Clinch,F,2018-10-19,2021-05-31,2021-10-20,0,Mayotte,Turkey,5856.79,0,0,2,1347.91
IDXX59702,Adonis\AS-936,Ms. Annie Jamison,F,1990-07-16,2021-12-10,2022-04-30,1,South Africa,Afghanistan,8582.26,0,0,2,2211.55
IDZZ82920,Omega\OG-095,Ms. Candace Cowan,F,1980-12-04,2021-12-17,2022-11-19,1,Kazakhstan,South Africa,9785.95,1,0,2,1583.64
IDXX68789,Adonis\AS-550,Ms. Tammy Schafer,F,2013-04-11,2021-08-10,2022-04-11,0,Fiji,Northern Mariana Islands,5307.85,0,0,1,927.86
IDXX86454,Adonis\AS-057,Ms. Sarah Corsaut,F,2008-06-28,2021-05-06,2021-10-28,0,São Tomé and Príncipe,Burkina Faso,1617.12,1,1,2,553.44
IDXX32403,Adonis\AS-635,Ms. Benita Russo,F,2017-02-17,2021-10-16,2021-12-10,0,Guam,Afghanistan,8007.1,2,0,2,1800.53
IDXX38080,Adonis\AS-987,Mr. Richard Galindo,M,1984-11-13,2021-05-25,2021-11-09,1,Uganda,Vanuatu,14822.68,2,1,2,
IDZZ85470,Omega\OG-661,Ms. Jennifer Mumbower,F,2007-08-19,2021-01-24,2021-07-12,0,Greenland,Ethiopia,8811.24,0,1,2,1324.41
IDZZ97327,Omega\OG-421,Mr. Sang Moores,M,2000-01-11,2021-01-21,2021-02-11,1,Falkland Islands [Islas Malvinas],Italy,12524.61,1,1,2,1713.58
IDZZ26952,Omega\OG-082,Ms. Michelle Wagner,F,2021-07-21,2021-01-14,2021-05-21,0,Egypt,Austria,2705.3,0,1,2,661.39
IDXX69112,Adonis\AS-975,Mr. Robert Wacker,M,1981-02-12,2021-03-29,2021-04-30,1,Namibia,Vanuatu,14559.44,1,0,2,
IDZZ50420,Omega\OG-007,Mr. Cory Baker,M,2020-04-15,2021-04-25,2021-11-21,0,El Salvador,Dominican Republic,2074.7,2,0,2,440.34
